,rendered_character,period,image_ID,dataset,SVG description length
23328,舍,Simplified,舍,Hiragino Sans GB,2344
23329,牢,Simplified,牢,Hiragino Sans GB,1325
23330,蜗,Simplified,蜗,SimSun,3252
23331,旭,Simplified,旭,Hiragino Sans GB,1728
23332,年,Traditional,年,Hiragino Sans GB,1395
23333,枪,Seal,S10557,hzy,3685
23334,侃,Simplified,11,casia,3358
23335,曼,Simplified,曼,Hiragino Sans GB,3078
23336,描,Simplified,描,Hiragino Sans GB,2070
23337,睑,Simplified,睑,Hiragino Sans GB,2461
23338,邱,Simplified,邱,Hiragino Sans GB,2116
23339,谚,Seal,S01762,hzy,3786
23340,債,Traditional,36,traditional,5946
23341,利,Simplified,利,Hiragino Sans GB,1954
23342,袭,Simplified,67,casia,4052
23343,大,Simplified,大,SimSun,1757
23344,契,Simplified,契,SimSun,3166
23345,痕,Traditional,痕,Hiragino Sans GB,2768
23346,蟻,Traditional,39,traditional,7506
23347,盯,Traditional,盯,Hiragino Sans GB,1192
23348,嘣,Simplified,60,casia,5513
23349,鹺,Traditional,0,traditional,6456
23350,渙,Traditional,渙,Hiragino Sans GB,3228
23351,娛,Traditional,47,traditional,6641
23352,炕,Traditional,31,traditional,4725
23353,跟,Seal,S01488,hzy,3387
23354,畔,Traditional,畔,SimSun,2711
23355,佩,Simplified,140,casia,4507
23356,荆,Bronze,B00757,hzy,3110
23357,念,Traditional,念,Hiragino Sans GB,2585
23358,锹,Simplified,36,casia,5114
23359,搔,Seal,S08921,hzy,3713
23360,耨,Traditional,耨,SimSun,4302
23361,芮,Simplified,芮,Hiragino Sans GB,1667
23362,锡,Simplified,锡,Hiragino Sans GB,2967
23363,晟,Simplified,晟,Hiragino Sans GB,2978
23364,瓣,Simplified,瓣,Hiragino Sans GB,3623
23365,递,Simplified,递,Hiragino Sans GB,2819
23366,漾,Traditional,漾,Hiragino Sans GB,3204
23367,衬,Simplified,衬,SimSun,2308
23368,嗲,Simplified,嗲,SimSun,4472
23369,原,Seal,S08427,hzy,2268
23370,犯,Seal,S07179,hzy,2260
23371,孵,Traditional,14,traditional,5495
23372,军,Simplified,军,Hiragino Sans GB,1505
23373,噜,Simplified,噜,SimSun,3541
23374,逃,Traditional,逃,SimSun,2816
23375,巨,Traditional,巨,Hiragino Sans GB,947
23376,招,Bronze,B16387,hzy,6420
23377,降,Simplified,降,SimSun,4032
23378,咨,Simplified,咨,Hiragino Sans GB,2194
23379,扛,Traditional,19,traditional,4147
23380,杜,Traditional,杜,SimSun,2122
23381,潭,Traditional,潭,Hiragino Sans GB,2698
23382,汗,Traditional,汗,Hiragino Sans GB,1484
23383,碧,Simplified,碧,SimSun,3339
23384,潞,Traditional,25,traditional,6723
23385,茵,Traditional,茵,SimSun,2500
23386,陶,Simplified,陶,SimSun,3566
23387,兄,Traditional,兄,SimSun,1648
23388,蛇,Traditional,蛇,Hiragino Sans GB,2406
23389,牛,Bronze,B01151,hzy,1699
23390,瑪,Traditional,瑪,SimSun,3541
23391,街,Simplified,街,SimSun,3204
23392,建,Simplified,92,casia,4736
23393,它,Simplified,20,casia,3264
23394,诹,Simplified,诹,SimSun,4003
23395,织,Seal,S09574,hzy,5137
23396,摁,Traditional,摁,SimSun,3613
23397,嘟,Traditional,嘟,SimSun,3751
23398,支,Simplified,支,Hiragino Sans GB,2132
23399,镀,Simplified,镀,Hiragino Sans GB,3483
23400,苏,Simplified,苏,Hiragino Sans GB,1972
23401,无,Bronze,B08918,hzy,4460
23402,社,Seal,S00082,hzy,2431
23403,显,Simplified,显,Hiragino Sans GB,1582
23404,吼,Traditional,吼,SimSun,2358
23405,湊,Traditional,湊,Hiragino Sans GB,3539
23406,气,Bronze,B00585,hzy,1396
23407,疆,Traditional,疆,Hiragino Sans GB,3267
23408,蟠,Traditional,蟠,Hiragino Sans GB,3445
23409,怜,Simplified,怜,Hiragino Sans GB,2307
23410,出,Simplified,出,Hiragino Sans GB,1115
23411,瞪,Simplified,瞪,SimSun,3581
23412,哉,Simplified,哉,Hiragino Sans GB,2361
23413,铃,Seal,S10546,hzy,3388
23414,脖,Traditional,脖,SimSun,3076
23415,铺,Seal,S10603,hzy,4070
23416,入,Seal,S03777,hzy,1053
23417,捶,Seal,S09057,hzy,3081
23418,囧,Traditional,囧,Hiragino Sans GB,1495
23419,釩,Traditional,23,traditional,5211
23420,嗝,Traditional,嗝,Hiragino Sans GB,2030
23421,长,Bronze,B14413,hzy,2021
23422,錒,Traditional,41,traditional,6077
23423,对,Simplified,对,SimSun,2707
23424,泱,Seal,S08218,hzy,3266
23425,白,Oracle,J18581,hzy,2274
23426,藉,Simplified,藉,SimSun,3872
23427,袍,Traditional,3,traditional,5022
23428,尕,Traditional,尕,SimSun,2940
23429,追,Oracle,J03555,hzy,2267
23430,蹤,Traditional,蹤,SimSun,4593
23431,朋,Traditional,朋,Hiragino Sans GB,2298
23432,告,Simplified,告,Hiragino Sans GB,1399
23433,鞍,Traditional,44,traditional,5936
23434,坛,Simplified,坛,Hiragino Sans GB,2221
23435,伶,Traditional,伶,Hiragino Sans GB,2239
23436,兹,Simplified,兹,Hiragino Sans GB,3722
23437,帶,Traditional,帶,SimSun,3082
23438,哺,Traditional,哺,Hiragino Sans GB,1948
23439,尼,Traditional,17,traditional,3392
23440,哦,Traditional,35,traditional,6462
23441,締,Traditional,締,Hiragino Sans GB,3623
23442,貼,Traditional,貼,Hiragino Sans GB,1641
23443,铥,Simplified,铥,SimSun,4113
23444,悟,Simplified,悟,Hiragino Sans GB,2053
23445,鑊,Traditional,鑊,Hiragino Sans GB,4511
23446,熹,Simplified,43,casia,3598
23447,坚,Simplified,坚,SimSun,2727
23448,籃,Traditional,籃,SimSun,4957
23449,坡,Simplified,坡,SimSun,3344
23450,咩,Traditional,咩,Hiragino Sans GB,1708
23451,藻,Seal,S00727,hzy,4685
23452,哏,Simplified,哏,SimSun,2484
23453,瀆,Traditional,19,traditional,4630
23454,呲,Traditional,30,traditional,4366
23455,癖,Simplified,17,casia,4618
23456,焦,Simplified,108,casia,3804
23457,故,Traditional,故,Hiragino Sans GB,2466
23458,親,Traditional,6,traditional,5461
23459,痞,Simplified,63,casia,4777
23460,片,Traditional,36,traditional,2949
23461,含,Simplified,含,Hiragino Sans GB,1990
23462,浴,Traditional,16,traditional,5017
23463,嚴,Traditional,嚴,Hiragino Sans GB,3712
23464,场,Simplified,场,Hiragino Sans GB,2893
23465,仅,Seal,S05795,hzy,3906
23466,始,Traditional,22,traditional,6487
23467,欣,Simplified,欣,SimSun,3168
23468,惺,Simplified,13,casia,3896
23469,寂,Simplified,寂,SimSun,3562
23470,弈,Traditional,弈,SimSun,2771
23471,徽,Seal,S09747,hzy,4639
23472,莲,Seal,S00493,hzy,4063
23473,邑,Simplified,邑,Hiragino Sans GB,1700
23474,顽,Simplified,顽,SimSun,3038
23475,世,Traditional,36,traditional,3825
23476,瞅,Simplified,55,casia,4366
23477,宴,Simplified,宴,SimSun,2822
23478,诺,Bronze,B02991,hzy,3681
23479,襠,Traditional,襠,SimSun,3901
23480,促,Traditional,促,Hiragino Sans GB,2148
23481,薄,Simplified,薄,SimSun,3844
23482,妆,Simplified,15,casia,3348
23483,嵌,Simplified,68,casia,4421
23484,鹾,Seal,S08685,hzy,4743
23485,吏,Traditional,吏,Hiragino Sans GB,2041
23486,麝,Seal,S07117,hzy,5318
23487,騙,Traditional,37,traditional,8590
23488,稍,Simplified,29,casia,5122
23489,摘,Simplified,摘,SimSun,3681
23490,诸,Seal,S01662,hzy,4544
23491,閘,Traditional,閘,Hiragino Sans GB,2378
23492,驯,Seal,S07050,hzy,3772
23493,亡,Bronze,B17698,hzy,2166
23494,绮,Seal,S09643,hzy,3686
23495,奸,Simplified,48,casia,3702
23496,努,Simplified,努,Hiragino Sans GB,3675
23497,搽,Traditional,19,traditional,6097
23498,冻,Simplified,冻,Hiragino Sans GB,2723
23499,诠,Seal,S01726,hzy,3741
23500,穹,Simplified,穹,SimSun,2799
23501,令,Traditional,令,Hiragino Sans GB,2068
23502,锁,Simplified,锁,Hiragino Sans GB,2680
23503,狡,Simplified,狡,Hiragino Sans GB,3346
23504,邓,Seal,S04674,hzy,4221
23505,阐,Simplified,阐,Hiragino Sans GB,2149
23506,咂,Simplified,咂,SimSun,2134
23507,肱,Traditional,13,traditional,4509
23508,钓,Simplified,钓,SimSun,3479
23509,霍,Simplified,44,casia,4483
23510,漱,Traditional,19,traditional,5670
23511,楔,Traditional,14,traditional,5959
23512,索,Traditional,索,SimSun,3759
23513,棲,Traditional,45,traditional,5450
23514,新,Traditional,新,Hiragino Sans GB,2371
23515,哩,Simplified,哩,Hiragino Sans GB,1751
23516,蔡,Simplified,46,casia,4619
23517,埸,Simplified,埸,Hiragino Sans GB,2445
23518,铭,Simplified,126,casia,5024
23519,繼,Traditional,繼,Hiragino Sans GB,5297
23520,絆,Traditional,絆,Hiragino Sans GB,2815
23521,蘑,Simplified,蘑,SimSun,4738
23522,勋,Simplified,勋,Hiragino Sans GB,2091
23523,检,Simplified,检,SimSun,3376
23524,堡,Simplified,堡,SimSun,2874
23525,瞳,Simplified,瞳,Hiragino Sans GB,2555
23526,监,Simplified,75,casia,3589
23527,朋,Traditional,12,traditional,3863
23528,坦,Traditional,坦,Hiragino Sans GB,1407
23529,道,Simplified,道,Hiragino Sans GB,2389
23530,宏,Simplified,宏,SimSun,2913
23531,穹,Traditional,穹,SimSun,2799
23532,苯,Simplified,苯,Hiragino Sans GB,1691
23533,犀,Simplified,犀,Hiragino Sans GB,2811
23534,亂,Traditional,33,traditional,5080
23535,碧,Seal,S00220,hzy,2824
23536,畏,Simplified,畏,SimSun,2748
23537,寰,Traditional,寰,SimSun,3762
23538,假,Seal,S05789,hzy,3137
23539,沉,Traditional,8,traditional,3948
23540,榮,Traditional,榮,SimSun,4065
23541,彰,Simplified,37,casia,4481
23542,尿,Simplified,尿,SimSun,2552
23543,伽,Simplified,19,casia,4159
23544,要,Traditional,要,SimSun,3630
23545,婆,Traditional,33,traditional,5536
23546,罢,Simplified,115,casia,5023
23547,钮,Seal,S10497,hzy,3928
23548,惟,Simplified,77,casia,4373
23549,私,Simplified,私,Hiragino Sans GB,2773
23550,躬,Simplified,躬,SimSun,3122
23551,鸡,Simplified,鸡,Hiragino Sans GB,2447
23552,荼,Traditional,38,traditional,4795
23553,啃,Traditional,啃,Hiragino Sans GB,1832
23554,崔,Seal,S06695,hzy,3561
23555,羊,Traditional,35,traditional,2785
23556,體,Traditional,42,traditional,8425
23557,栗,Simplified,41,casia,4130
23558,贅,Traditional,贅,Hiragino Sans GB,3349
23559,姓,Traditional,姓,SimSun,3071
23560,枕,Traditional,枕,Hiragino Sans GB,2246
23561,箱,Simplified,74,casia,4453
23562,嗌,Traditional,5,traditional,5219
23563,唐,Traditional,唐,Hiragino Sans GB,2025
23564,怨,Seal,S07773,hzy,3170
23565,傧,Simplified,傧,SimSun,3350
23566,了,Simplified,了,SimSun,1597
23567,擼,Traditional,擼,Hiragino Sans GB,3464
23568,轍,Traditional,33,traditional,6817
23569,翠,Traditional,翠,SimSun,3823
23570,镀,Simplified,113,casia,5675
23571,费,Simplified,费,SimSun,3080
23572,蹬,Traditional,蹬,Hiragino Sans GB,3491
23573,唯,Bronze,B01366,hzy,3754
23574,芒,Simplified,49,casia,3362
23575,港,Simplified,港,Hiragino Sans GB,2881
23576,圍,Traditional,圍,Hiragino Sans GB,2219
23577,派,Simplified,派,Hiragino Sans GB,3183
23578,四,Oracle,J29621,hzy,1914
23579,依,Traditional,依,SimSun,2907
23580,迭,Simplified,迭,Hiragino Sans GB,2361
23581,泥,Simplified,泥,SimSun,2760
23582,兀,Simplified,50,casia,3393
23583,尾,Seal,S06167,hzy,2370
23584,尤,Traditional,37,traditional,3835
23585,循,Simplified,循,SimSun,3238
23586,淨,Traditional,淨,SimSun,3528
23587,泓,Traditional,10,traditional,4547
23588,窘,Traditional,窘,SimSun,3584
23589,射,Simplified,射,SimSun,3159
23590,虔,Seal,S03568,hzy,2934
23591,狄,Simplified,狄,SimSun,2606
23592,車,Traditional,車,Hiragino Sans GB,1209
23593,產,Traditional,27,traditional,4071
23594,肝,Seal,S02987,hzy,2443
23595,佳,Seal,S05687,hzy,2198
23596,溪,Traditional,溪,SimSun,4503
23597,沓,Simplified,沓,SimSun,2251
23598,仄,Traditional,3,traditional,2728
23599,赦,Seal,S02324,hzy,3183
23600,跪,Traditional,0,traditional,5031
23601,赏,Simplified,赏,SimSun,2879
23602,鯖,Traditional,鯖,SimSun,4301
23603,道,Simplified,18,casia,4291
23604,涝,Simplified,涝,Hiragino Sans GB,2327
23605,迭,Traditional,迭,Hiragino Sans GB,2361
23606,沉,Traditional,沉,SimSun,2840
23607,明,Oracle,J16491,hzy,2591
23608,仰,Simplified,仰,SimSun,2253
23609,殿,Simplified,殿,Hiragino Sans GB,3093
23610,耿,Simplified,54,casia,4659
23611,牺,Seal,S00859,hzy,4553
23612,佝,Traditional,佝,Hiragino Sans GB,2250
23613,奈,Simplified,奈,Hiragino Sans GB,2347
23614,仇,Simplified,仇,Hiragino Sans GB,1905
23615,彪,Simplified,彪,Hiragino Sans GB,2736
23616,卿,Simplified,卿,SimSun,2719
23617,辮,Traditional,33,traditional,7294
23618,毒,Traditional,毒,SimSun,2829
23619,靈,Traditional,靈,Hiragino Sans GB,3863
23620,昔,Traditional,昔,Hiragino Sans GB,1631
23621,鑲,Traditional,鑲,Hiragino Sans GB,4579
23622,緘,Traditional,緘,Hiragino Sans GB,3874
23623,敞,Seal,S02308,hzy,3274
23624,戚,Traditional,50,traditional,5443
23625,满,Seal,S08128,hzy,4286
23626,龐,Traditional,龐,SimSun,3438
23627,埸,Traditional,埸,Hiragino Sans GB,2445
23628,介,Simplified,介,SimSun,2009
23629,涯,Simplified,5,casia,4479
23630,接,Simplified,接,SimSun,3789
23631,仗,Simplified,100,casia,4597
23632,弯,Seal,S09525,hzy,5345
23633,赴,Simplified,赴,SimSun,2259
23634,偕,Simplified,56,casia,4686
23635,綜,Traditional,綜,SimSun,3975
23636,剿,Traditional,11,traditional,6429
23637,祢,Simplified,祢,Hiragino Sans GB,2426
23638,皆,Simplified,73,casia,4355
23639,餐,Traditional,6,traditional,5235
23640,備,Traditional,4,traditional,5392
23641,漆,Simplified,漆,SimSun,4126
23642,颠,Simplified,颠,Hiragino Sans GB,2985
23643,嗳,Simplified,12,casia,5703
23644,趣,Traditional,趣,Hiragino Sans GB,3474
23645,翅,Traditional,翅,Hiragino Sans GB,2777
23646,柱,Simplified,114,casia,3975
23647,侠,Seal,S05773,hzy,3136
23648,屉,Simplified,屉,SimSun,2370
23649,亦,Simplified,亦,Hiragino Sans GB,1830
23650,天,Simplified,天,Hiragino Sans GB,1692
23651,忧,Simplified,忧,SimSun,2343
23652,竇,Traditional,竇,SimSun,4074
23653,糕,Traditional,45,traditional,5376
23654,弋,Simplified,弋,Hiragino Sans GB,2117
23655,牙,Seal,S01481,hzy,1812
23656,部,Traditional,55,traditional,3956
23657,趾,Simplified,76,casia,4015
23658,嗑,Traditional,16,traditional,6161
23659,尚,Simplified,尚,Hiragino Sans GB,1580
23660,刃,Seal,S03219,hzy,1969
23661,屯,Oracle,J00948,hzy,1745
23662,鹈,Seal,S02793,hzy,4530
23663,呵,Simplified,呵,SimSun,1896
23664,孔,Simplified,孔,Hiragino Sans GB,2043
23665,俊,Simplified,俊,Hiragino Sans GB,3726
23666,探,Traditional,探,SimSun,3396
23667,乙,Traditional,乙,Hiragino Sans GB,1969
23668,玉,Traditional,玉,SimSun,1480
23669,沐,Simplified,沐,Hiragino Sans GB,2291
23670,衡,Simplified,衡,Hiragino Sans GB,3016
23671,苗,Traditional,15,traditional,4200
23672,湛,Seal,S08211,hzy,3361
23673,机,Simplified,机,SimSun,2438
23674,蛮,Seal,S10017,hzy,2663
23675,靡,Traditional,46,traditional,4409
23676,绊,Seal,S09771,hzy,3343
23677,样,Simplified,样,SimSun,2607
23678,砷,Traditional,30,traditional,4885
23679,婴,Seal,S09270,hzy,4170
23680,晤,Traditional,晤,Hiragino Sans GB,2004
23681,霸,Traditional,霸,Hiragino Sans GB,3031
23682,郭,Oracle,J13471,hzy,3237
23683,敞,Traditional,敞,Hiragino Sans GB,3074
23684,雾,Seal,S08513,hzy,3943
23685,弟,Traditional,40,traditional,4415
23686,雞,Traditional,雞,SimSun,5043
23687,賴,Traditional,賴,Hiragino Sans GB,3395
23688,迎,Traditional,迎,Hiragino Sans GB,1915
23689,闹,Simplified,56,casia,3687
23690,星,Oracle,J16407,hzy,2464
23691,誘,Traditional,58,traditional,6152
23692,銘,Traditional,銘,SimSun,4179
23693,妈,Simplified,8,casia,5064
23694,堤,Simplified,堤,Hiragino Sans GB,2066
23695,員,Traditional,員,Hiragino Sans GB,2067
23696,帆,Simplified,帆,Hiragino Sans GB,1667
23697,墩,Simplified,73,casia,4900
23698,芳,Traditional,芳,SimSun,2387
23699,移,Traditional,33,traditional,4750
23700,貧,Traditional,貧,Hiragino Sans GB,3469
23701,泱,Simplified,泱,Hiragino Sans GB,2868
23702,签,Simplified,签,Hiragino Sans GB,3203
23703,唐,Traditional,48,traditional,5547
23704,鑑,Traditional,鑑,Hiragino Sans GB,3459
23705,踢,Simplified,踢,Hiragino Sans GB,2902
23706,上,Traditional,上,Hiragino Sans GB,762
23707,豆,Oracle,J12057,hzy,3098
23708,护,Seal,S01746,hzy,4943
23709,朱,Seal,S04109,hzy,2052
23710,巩,Simplified,39,casia,3948
23711,嗆,Traditional,嗆,Hiragino Sans GB,2708
23712,承,Simplified,81,casia,3787
23713,基,Bronze,B18698,hzy,3848
23714,糜,Traditional,糜,Hiragino Sans GB,3348
23715,躺,Traditional,躺,Hiragino Sans GB,2345
23716,築,Traditional,39,traditional,5660
23717,埠,Simplified,埠,SimSun,2288
23718,陌,Traditional,陌,Hiragino Sans GB,1843
23719,巡,Simplified,86,casia,3808
23720,暑,Traditional,暑,Hiragino Sans GB,2613
23721,吸,Simplified,吸,SimSun,3120
23722,添,Simplified,115,casia,4528
23723,輻,Traditional,輻,Hiragino Sans GB,2119
23724,祖,Simplified,祖,SimSun,2249
23725,搜,Seal,S09092,hzy,3615
23726,讲,Simplified,讲,Hiragino Sans GB,1611
23727,揚,Traditional,45,traditional,6810
23728,执,Simplified,8,casia,4625
23729,鼬,Simplified,鼬,Hiragino Sans GB,3207
23730,例,Traditional,例,Hiragino Sans GB,2331
23731,躁,Simplified,躁,Hiragino Sans GB,3002
23732,绮,Simplified,绮,Hiragino Sans GB,2912
23733,雪,Traditional,雪,Hiragino Sans GB,1567
23734,架,Traditional,架,Hiragino Sans GB,2638
23735,比,Simplified,比,SimSun,1948
23736,畫,Traditional,41,traditional,6772
23737,曼,Simplified,65,casia,4754
23738,士,Oracle,J00885,hzy,1439
23739,冢,Simplified,22,casia,4708
23740,遐,Seal,S01363,hzy,3864
23741,幢,Simplified,66,casia,5380
23742,京,Traditional,京,Hiragino Sans GB,1885
23743,冥,Traditional,25,traditional,5707
23744,颊,Simplified,颊,SimSun,3545
23745,皮,Traditional,皮,SimSun,2402
23746,腓,Traditional,0,traditional,4300
23747,佩,Simplified,佩,Hiragino Sans GB,2171
23748,兔,Oracle,J22554,hzy,3120
23749,查,Traditional,查,Hiragino Sans GB,2319
23750,岗,Simplified,26,casia,3571
23751,閃,Traditional,閃,Hiragino Sans GB,2036
23752,泳,Seal,S08201,hzy,3647
23753,毯,Simplified,毯,SimSun,4616
23754,诓,Simplified,诓,Hiragino Sans GB,1564
23755,泉,Simplified,65,casia,3978
23756,桁,Simplified,桁,SimSun,3053
23757,仿,Traditional,仿,Hiragino Sans GB,2060
23758,裂,Simplified,裂,Hiragino Sans GB,3830
23759,刁,Traditional,48,traditional,2433
23760,驾,Simplified,驾,Hiragino Sans GB,2298
23761,嘉,Traditional,嘉,Hiragino Sans GB,2532
23762,醉,Simplified,103,casia,5646
23763,惠,Traditional,惠,SimSun,3018
23764,擢,Simplified,擢,SimSun,4228
23765,星,Seal,S04910,hzy,2457
23766,牧,Traditional,16,traditional,5420
23767,尊,Seal,S11106,hzy,4093
23768,祭,Simplified,祭,SimSun,3525
23769,吃,Simplified,吃,SimSun,2365
23770,雅,Traditional,54,traditional,5955
23771,怜,Simplified,67,casia,3889
23772,圖,Traditional,圖,Hiragino Sans GB,2162
23773,盟,Simplified,盟,Hiragino Sans GB,2367
23774,醛,Simplified,91,casia,5156
23775,端,Seal,S07557,hzy,3128
23776,扁,Simplified,扁,Hiragino Sans GB,2000
23777,俠,Traditional,俠,Hiragino Sans GB,2983
23778,绝,Simplified,绝,SimSun,4120
23779,孿,Traditional,45,traditional,6048
23780,责,Seal,S04560,hzy,2990
23781,錘,Traditional,錘,SimSun,4130
23782,豪,Traditional,豪,Hiragino Sans GB,3604
23783,蹭,Traditional,32,traditional,6537
23784,晤,Traditional,晤,SimSun,2974
23785,弑,Simplified,21,casia,4590
23786,江,Simplified,江,SimSun,2227
23787,仇,Traditional,仇,Hiragino Sans GB,1905
23788,閻,Traditional,閻,Hiragino Sans GB,2661
23789,生,Oracle,J15336,hzy,1829
23790,訥,Traditional,21,traditional,4551
23791,卡,Traditional,卡,SimSun,1536
23792,再,Simplified,33,casia,4009
23793,五,Traditional,五,Hiragino Sans GB,1560
23794,疯,Simplified,疯,Hiragino Sans GB,2807
23795,鈦,Traditional,鈦,SimSun,3395
23796,噢,Traditional,噢,Hiragino Sans GB,2795
23797,才,Bronze,B09020,hzy,1256
23798,搂,Simplified,搂,Hiragino Sans GB,3512
23799,舍,Traditional,舍,SimSun,2308
23800,汤,Simplified,汤,SimSun,3645
23801,咩,Traditional,30,traditional,4691
23802,晚,Traditional,48,traditional,5253
23803,嗤,Simplified,嗤,Hiragino Sans GB,2121
23804,蚤,Seal,S10036,hzy,4557
23805,瑪,Traditional,37,traditional,6691
23806,戎,Simplified,122,casia,3829
23807,万,Simplified,万,SimSun,2106
23808,非,Traditional,非,SimSun,1570
23809,較,Traditional,較,Hiragino Sans GB,2487
23810,噪,Seal,S01848,hzy,4551
23811,唄,Traditional,唄,SimSun,2082
23812,肮,Simplified,2,casia,4099
23813,缺,Simplified,55,casia,4858
23814,倦,Simplified,倦,SimSun,3752
